account_id,customer_id,account_type,currency,balance,status,opened_date
59fe14f5-ee10-48ca-8f9b-d7f9438401de,6a4f964b-b7ce-48b7-abc4-bce983a9731a,SAVINGS,USD,13504.2,ACTIVE,2024-06-04
dc5a4777-f42f-43c9-b706-90901c6264d4,ba8ca6dd-a740-4835-a9c3-3fc11c21586c,CHECKING,USD,1545.06,ACTIVE,2025-06-07
4984c925-743f-46c9-85cc-be04224426fe,3afab075-6302-4b1f-9cc2-6928fee515e8,CHECKING,USD,31011.23,ACTIVE,2026-06-25
9c4f2189-1c7d-427e-8d8e-408831dce72a,8cffb448-4315-425c-99a2-d460261ddd9d,CHECKING,USD,44364.61,ACTIVE,2022-11-20
70a8bccd-7b4b-4f81-bd3b-2632b3b74b18,95dd8b85-21ed-453c-92f8-bfd43e95cb6a,BUSINESS,USD,2082.39,ACTIVE,2024-12-11
08c69780-a1e4-4eb9-a222-ee5eb1c85b14,52cd3453-3f68-4af2-921f-b363eb7b76fc,BUSINESS,USD,35760.86,ACTIVE,2023-03-31
b3a88b7e-c736-4ca7-98be-736372b2c332,64d4eb56-6389-470c-bc63-e13825745296,SAVINGS,USD,13777.07,ACTIVE,2024-03-14
7e74c401-30eb-4444-b368-eb9a541c41f1,2c5bc914-dac1-4d8b-964f-d75b5b953185,CHECKING,USD,10606.66,ACTIVE,2024-05-26
58c7eaaf-daf6-44c5-8fe5-373d6735023f,49ca946e-9e67-4107-9295-860de5715cad,SAVINGS,USD,33848.86,ACTIVE,2026-03-14
ece6f960-442c-49f9-a137-4c2a96cb584c,cfb3bcd8-a138-4e78-93d0-2c4a591434fa,BUSINESS,USD,14145.31,ACTIVE,2022-03-09
a062984a-1021-4be4-994c-3cbc9d60c4c6,4ce8fbc8-e72b-4742-b210-dffff1e8095a,BUSINESS,USD,43280.68,ACTIVE,2023-12-06
e37429fb-dead-4cfc-8b19-26577164100c,2e2f541a-3635-42a5-afa6-ab62bfe6c036,CHECKING,USD,8768.83,ACTIVE,2022-02-27
4831f0ce-2f6d-487f-929e-2c42a4a93969,c99dc67c-e021-4419-a126-814dda42f91a,SAVINGS,USD,31107.08,ACTIVE,2023-06-14
1d9e695e-027c-4f9b-a2fe-6376056c58d7,a287112f-c056-4e82-8920-991151ba0076,BUSINESS,USD,7497.1,ACTIVE,2022-10-28
59c03292-6162-45fd-932b-a3b5f1c13ff4,09ff41e5-ce33-40c1-b9d1-194ce5801f10,CHECKING,USD,21691.63,ACTIVE,2023-10-29
75b94909-cfaa-4672-a4bb-e8867124e263,4580b8c0-6ad8-4128-99b0-f8c47895ad48,SAVINGS,USD,21749.78,ACTIVE,2025-01-02
d994f91e-93e7-458f-977e-361410063256,a2cac725-d525-4f9a-ae48-712406b5b236,CHECKING,USD,1304.01,ACTIVE,2022-01-01
94cebaa9-2308-4a6a-8b78-3e448f2cf1be,a374d31b-4e40-49b8-bc6e-7ed05105ebd2,CHECKING,USD,37900.75,ACTIVE,2024-03-06
b6fdcead-e5f2-4e58-8059-7df17372f0af,cebe730d-3782-46e4-bf2a-5f1b95345792,SAVINGS,USD,9721.45,ACTIVE,2025-04-19
93dc5f21-59ab-4d79-bffe-c97442cb1fdd,9e9cf1f4-cfe2-457a-86b7-1efbc16bc4c5,SAVINGS,USD,11438.91,ACTIVE,2022-10-06
95acd4e7-8237-4f63-9b88-99613ce0769c,b44dff51-eea9-4d6a-9743-42922b3ce17d,SAVINGS,USD,18477.53,ACTIVE,2025-02-18
179c09b1-4285-438c-92ff-939060c47db7,76110093-3620-4563-82ff-9f221bccb9ff,BUSINESS,USD,48688.25,ACTIVE,2022-03-26
30fd5907-7887-404f-bd9c-0b9ef86b1372,a04e182c-3ca4-4722-a016-3e3870eb1393,BUSINESS,USD,41634.5,ACTIVE,2022-11-22
12db21c0-b235-4cc3-be1c-56d5718eaa73,e3a2f126-e590-46eb-ba96-d90586ea3092,BUSINESS,USD,5221.81,ACTIVE,2025-03-22
23f8d70e-89b4-4a32-a1b7-5888e3faa02e,03c24b3d-c2a1-44b5-8635-aa129d8ad54d,SAVINGS,USD,5808.31,ACTIVE,2022-03-06
db764b5b-e86b-490e-85ed-a6d022704f82,dced1fc2-54f1-4494-bbf2-fccd6314cbe5,CHECKING,USD,32424.1,ACTIVE,2022-07-26
bffbf7c4-6fdc-405b-a467-b39b56e88601,37a425c6-a67e-4887-97fb-ea3f92fc3ed6,BUSINESS,USD,43224.82,ACTIVE,2024-07-24
24cf1085-0a6b-4db3-9f61-2fe0c4c8301c,05f14f4e-80f0-4a47-a20f-bd3ba6be9eaa,CHECKING,USD,38276.79,ACTIVE,2025-07-30
86d98163-74fe-4c70-bb29-6abe59cf2737,638a672e-9fb7-4a9c-ba1f-bcff4096afe8,BUSINESS,USD,24769.56,ACTIVE,2025-08-01
a293bfec-4b97-4c58-a413-7448aefc97d7,04d8d4ec-999a-4db2-85a4-f8ff44c578bb,SAVINGS,USD,5649.95,ACTIVE,2023-12-27
ba962042-29c0-4a92-9e94-3159f4844651,757c8f87-2062-487c-897d-c74ec59bdcca,BUSINESS,USD,10609.37,ACTIVE,2025-01-23
783ff4d3-866d-406b-ba32-efa20aba1cac,e341ab8f-f36e-4ddc-b034-eaf12e65335d,BUSINESS,USD,4543.93,ACTIVE,2022-04-25
31740e71-61f0-4cde-9400-ee545c40b32a,c1d6440a-0a2c-49b3-9d22-74e414b43ccc,SAVINGS,USD,38201.43,ACTIVE,2022-10-16
cfd50288-af04-4ec0-858b-b589be15efa3,54e09254-9ad5-4be5-a577-335b330b7320,CHECKING,USD,44080.84,ACTIVE,2026-02-21
dc3e6713-93ea-45b1-b69a-5b40c45dea4d,c697f963-539c-44ab-add0-9a023183f15d,SAVINGS,USD,25697.31,ACTIVE,2024-06-17
1303b4fe-43aa-44b1-b5de-099afa3b7bfe,2ef87ac8-5f87-4015-9570-1ddcd9af3044,BUSINESS,USD,10769.29,ACTIVE,2022-09-08
e40746ab-22ac-4d0f-b77f-95b527af5c76,8d35d1d5-7c30-44ed-afb2-c6fb3691ea2a,SAVINGS,USD,33194.66,ACTIVE,2025-10-30
326e96e7-8839-41d2-bdb7-882299d2f434,da01ad88-9c40-4e41-b981-d8b7000b0e6b,BUSINESS,USD,42550.98,ACTIVE,2026-06-08
93533af7-7003-4383-becf-348b41d6a3f5,e4135d74-04a9-43a2-8fbd-3bb35c0a4a87,SAVINGS,USD,22263.72,ACTIVE,2025-04-06
3aa01410-a0ae-4e08-8d4f-92d08856f00a,236f9c39-cdea-4531-9d37-8bcdc8ad209b,CHECKING,USD,15450.4,ACTIVE,2022-05-16
99e9b8ab-3c15-4c59-b98a-905ce8a211f1,df48db46-3773-467a-811e-f16af1b7328d,CHECKING,USD,113.95,ACTIVE,2022-04-17
fdb68cb2-e428-43b6-95bd-74be57d5343c,46eaf530-7563-493a-9ff0-411b9b6306f3,BUSINESS,USD,24844.11,ACTIVE,2026-05-15
83d32745-35fc-4739-a3fe-bfc19e039051,d1d7562a-e54e-490a-8e04-03efe110847a,BUSINESS,USD,26873.16,ACTIVE,2024-07-10
f8f452f1-0551-4c0f-8745-ad9e5d8d57f6,607bdaa9-dfa3-4700-a652-4f6674e4d515,SAVINGS,USD,25177.37,ACTIVE,2025-08-15
f0ae2c73-f5ba-4cb7-8d6f-f98651d34f0d,514026ec-ca42-4a18-baa9-f7407f576fa2,SAVINGS,USD,5576.43,ACTIVE,2025-03-10
5da46d0d-d184-4846-a460-9c1cc5f5b150,782ad87a-e88c-49e3-8fcc-50e7d68760d3,CHECKING,USD,41576.63,ACTIVE,2021-10-14
7cc95531-2788-42f4-af24-1562c72d0e9f,5ba567e7-fac5-4e9c-8d8d-e42ebbcf5bf5,BUSINESS,USD,12558.6,ACTIVE,2023-01-14
e4d45d3d-422d-45d6-8fbe-bb3712a84e3f,0731ea4d-588e-4413-985d-ce737d221e53,BUSINESS,USD,7020.07,ACTIVE,2023-07-05
00b6c9d7-8fbc-4cdb-91a2-78b6c27bde2c,a274bc43-c8e8-4c16-82ba-fb6b561f8492,BUSINESS,USD,49684.58,ACTIVE,2021-10-19
87082a5d-8f01-434d-9103-ad26a09346b7,0d236e64-29e4-4469-abb4-56507e57deb8,BUSINESS,USD,25383.15,ACTIVE,2022-03-24
f39f2432-2621-4174-91c4-0aede8c49769,c1300e18-7c30-460f-815a-cd26b7cefc62,SAVINGS,USD,6326.23,ACTIVE,2024-06-06
6f37469e-6d1f-4acb-9230-9301a22c203f,5a01c1b1-3bcd-4908-b77d-0361672e7a1b,SAVINGS,USD,31014.07,ACTIVE,2026-07-18
eeef1a51-fedf-414d-9af4-c471770ec9ee,98165dfe-cb63-47d8-847d-89edd1c40acf,BUSINESS,USD,16694.89,ACTIVE,2023-10-12
e289974f-ccec-49ad-9b87-d1e8a71bf06f,57638578-81de-41b9-9aa8-f1eb3d8d70dc,CHECKING,USD,17721.95,ACTIVE,2025-11-03
b7ff5b59-6f09-416f-89c4-0ebd69239d81,40878831-d5d8-4583-b7d2-d305a5d16632,SAVINGS,USD,7199.17,ACTIVE,2026-03-21
f8624000-126d-4763-9be3-9b73b8e04134,70cbb3db-7658-453a-ab42-2118b3a1a409,CHECKING,USD,28783.43,ACTIVE,2023-04-04
a7976d71-88b4-403b-a249-46cd21521211,00ca4c69-e632-4b8b-bb95-8212b9297e6b,CHECKING,USD,2798.9,ACTIVE,2023-11-20
6bee6a0a-fd4b-4951-941b-d3a32d5496c1,ef7e17f1-9040-4d19-a6c4-b3c201322f21,SAVINGS,USD,12838.03,ACTIVE,2021-11-04
7628870d-1940-4e52-b8a0-dd984e5425f2,2356f906-9a47-4828-87ec-939cca362de5,SAVINGS,USD,38490.81,ACTIVE,2023-03-09
2022ffd4-31a5-43f2-b041-0fe06a21e4e7,2093b195-4d2b-4852-b308-510147bd59a2,CHECKING,USD,28371.09,ACTIVE,2021-10-05
cfb4c645-e550-46a6-8964-cb1d81c14cd3,1cea6c27-aa69-4e01-9823-adc765800290,BUSINESS,USD,22005.1,ACTIVE,2022-08-09
eb45fbcc-f82b-40aa-b393-37f9e3aee13e,1383e1a9-f75a-4111-ae2d-6fb233ce8f50,SAVINGS,USD,29173.76,ACTIVE,2024-10-16
62013b6b-3d9a-4beb-b108-abc1338e1913,4adf8373-6905-4465-b1c9-b3f5647d0506,CHECKING,USD,22840.59,ACTIVE,2024-05-03
cced1b05-748c-4b9e-ab0b-7f62023d307e,01d5ea1e-91b8-4ea7-938b-bb69fb717ef4,SAVINGS,USD,47794.38,ACTIVE,2025-10-14
1b9a5299-130e-4135-9c08-4dcbd920dd83,1abef355-dde3-4020-aab8-c14e7ba0c860,CHECKING,USD,17420.77,ACTIVE,2025-02-04
c2ff0f06-297c-466c-a8b0-8c1e3568ece5,d00dcd52-8831-4166-bed0-c6fd3ce3da20,BUSINESS,USD,29197.02,ACTIVE,2025-11-18
c768b7d5-6a1c-4e37-983e-56290c65d6e0,f2232d22-1efa-4e2b-b2ff-4fa1a211397c,BUSINESS,USD,23308.12,ACTIVE,2022-02-11
2740b31a-d03b-4227-b163-528d45c081e7,da6d4937-b085-4dc4-8ac2-4aff2ad804c7,CHECKING,USD,40797.26,ACTIVE,2023-04-04
cfcce560-b741-45fa-97bb-73e91ce39d3e,90706eee-7661-421b-81ec-74d84dd5e2e5,SAVINGS,USD,38332.41,ACTIVE,2022-05-01
fc23c2ff-80e8-4aad-95c6-6d2b9e4e5c36,a9d01f98-ae98-4443-b550-cc1d3a942cd2,SAVINGS,USD,17474.44,ACTIVE,2023-12-17
089e6fa8-03cf-409b-bd34-442faceac6dc,a77be76f-2943-4f28-8683-b1600b934969,SAVINGS,USD,9466.64,ACTIVE,2024-01-20
e555fbd8-b8e8-4e97-af7f-d88a4f20367f,0e7445c6-610b-4f10-9e50-0b167497c3a1,BUSINESS,USD,10426.55,ACTIVE,2026-04-04
9e329f71-ca09-4aa9-8971-36f1b6320c2c,20bf1343-8019-4f67-8e7f-02e775e8160f,BUSINESS,USD,16808.41,ACTIVE,2024-03-23
9413aa22-6c36-4a1e-b96a-32bda1821f27,9f2f1661-570f-4e44-a73f-19833836411e,SAVINGS,USD,29067.18,ACTIVE,2023-09-30
fd558552-a24b-4c8a-a0fb-bb003399d232,f95b7b0c-5a4b-4d60-bbd0-0f27df99a21b,BUSINESS,USD,45797.08,ACTIVE,2024-10-30
054b870f-60d9-483d-98ef-55a53f31892d,ce566689-f3b3-40a6-aa8f-8b443a8da8ab,CHECKING,USD,42936.49,ACTIVE,2024-10-28
5ad62347-d64f-4fe0-9011-292d6e92d12e,ab853f22-1d67-4ee7-bc14-a292a71f2820,SAVINGS,USD,37808.44,ACTIVE,2024-09-16
a4ff8a5f-85e4-45ec-9cb0-4c5bcd370c78,49671d9d-9cca-4d7a-a96e-84fb7b10c039,BUSINESS,USD,12635.96,ACTIVE,2022-06-13
65f2b5d6-cd57-414e-abdc-6ad4407312d9,20e3c2f1-47d9-4b55-9429-79570885ae19,CHECKING,USD,37699.69,ACTIVE,2025-09-02
d123e9e4-42c7-4a92-837a-862fb5e8bdc6,32cbc753-c04f-4438-80c5-b6d5403ecd49,CHECKING,USD,6947.34,ACTIVE,2022-02-25
5f8807ff-21ac-4b23-903d-a3286b698e8d,3930af10-aa5a-43f8-a36e-f86e7ce1c20e,SAVINGS,USD,24929.46,ACTIVE,2024-07-03
be6a9c57-f5ba-43cb-8f25-39661ca58d11,84b7d16f-fe15-4c73-ae80-d77b5e2ac2cc,SAVINGS,USD,49845.36,ACTIVE,2023-08-15
a87c7135-263f-41b6-81a1-6715875906d1,ca0e619d-d336-4a84-ba5c-fd095440fc0e,CHECKING,USD,31424.07,ACTIVE,2022-03-04
ba86ce31-e729-4644-9e90-ba9ad3981565,cdd3d59b-161b-4800-8a66-ef0e7082696b,BUSINESS,USD,1192.44,ACTIVE,2025-01-03
a2c5c54b-d666-4c27-8ed8-75bcf773745a,62151ee1-b6c2-4910-952f-00f114ed5cb7,SAVINGS,USD,16629.3,ACTIVE,2023-01-26
33a951cc-f1c4-4b21-9a57-74f067d3b48b,0a8999ba-4a12-4a8f-b860-69b565f416da,CHECKING,USD,18658.28,ACTIVE,2025-12-01
ab639dbf-0235-4d64-bed3-91004edc3501,da4ebc57-b7e6-4c9d-a17b-6c1721777867,CHECKING,USD,24627.96,ACTIVE,2025-03-20
ee232f3a-38a8-4a8d-8c3c-304b925f66e9,76f4ed07-1533-4acf-babd-4735ccc912ac,BUSINESS,USD,22556.06,ACTIVE,2022-01-19
8f129bbd-e502-4a6e-a53b-1b5fa93f385e,77c72fcb-db41-463c-9002-5a3d9272fc9c,BUSINESS,USD,23033.56,ACTIVE,2025-07-16
dc7dfe65-fa93-40bb-9e18-a5a0d017a2af,023daad3-c230-439b-a4d3-8e42a5f0f2b2,CHECKING,USD,8412.19,ACTIVE,2025-12-18
ea73bc4a-d97a-491c-ae14-2532e1aebf4a,ae29c310-6bbd-4e60-b4ce-7131ac8e6b5a,CHECKING,USD,20550.5,ACTIVE,2025-03-16
c702de97-d960-4391-badd-b3a75b336aff,e9d1df60-3235-4601-96ba-dac6dd762091,CHECKING,USD,734.92,ACTIVE,2022-07-29
a027fe3f-4c1a-4ddb-9c2b-1aa0239b1a11,811c637f-cafe-45f5-87b2-b6bd4dd0456e,SAVINGS,USD,9218.86,ACTIVE,2023-02-08
abfb0743-637a-48b7-927c-726f567c1365,fd921aee-7a91-4581-a785-21f0ef89faca,CHECKING,USD,49053.39,ACTIVE,2022-01-18
04c2b951-d8be-4fb4-b768-8eec72082f41,e978df24-77a9-4848-a9b0-eece22d521f0,CHECKING,USD,36356.37,ACTIVE,2024-08-27
a784f0f4-ca5c-4537-89b7-cf470fdf16cd,5c49b68f-0945-4c56-99ce-d3c2cc696e09,SAVINGS,USD,26731.57,ACTIVE,2026-07-01
0881872e-8bcd-4121-8718-aafae9515ea4,8cdc38b3-4da1-4624-8da1-493894b543a2,BUSINESS,USD,34126.35,ACTIVE,2023-11-10
115d1973-ff32-40dd-9d38-4f6d1736e767,c2da1333-8f8e-4a2c-a6bb-57614e52d8f9,CHECKING,USD,29756.9,ACTIVE,2022-06-19
30bb06fe-3cb7-4983-9bc4-26c3a2ef19bf,65d22b37-6a5f-4ac2-a09f-c505b6a2f052,BUSINESS,USD,21476.11,ACTIVE,2022-08-23
ddd59622-4735-4885-8909-01c8d096cdf8,66ae7af6-b943-465d-9843-1cce86dd4892,SAVINGS,USD,31739.93,ACTIVE,2023-03-16
783276e3-6113-4ffb-ab2a-7e313e9f33f4,8ccd05db-7eb3-490e-b617-fce2a36be947,SAVINGS,USD,46732.2,ACTIVE,2023-12-08
4eba9181-5f90-41b5-9082-c94cf5f6fb99,f9be5828-0fcf-4fb4-88b2-32c252556242,SAVINGS,USD,10763.97,ACTIVE,2024-12-25
40ce8bd9-5381-4e9f-80d1-abdb801aea86,b485bd9a-86c5-4e74-888c-835d7592f246,CHECKING,USD,27640.2,ACTIVE,2022-03-24
f75da2ad-0140-449f-a5d9-ad1763f5781f,0223631f-d4fc-4e06-a21e-eaf5f060759c,CHECKING,USD,33599.75,ACTIVE,2025-10-05
02388ee0-773f-4e1b-9d88-bb588241b812,70704547-c738-4914-85fb-abb3fc8b3a8d,CHECKING,USD,33475.79,ACTIVE,2025-07-02
793707f0-fe24-4a02-a4b8-0eda811f92c4,8269fc52-1f65-48ad-890d-ce5f2ea163df,BUSINESS,USD,27347.2,ACTIVE,2026-06-20
e72773dd-1252-4dc1-a6d0-6e539b70d58c,5aca6723-112e-4ad2-a1b5-aeb65e8b55f3,CHECKING,USD,14625.63,ACTIVE,2024-06-26
079c949d-576f-46c5-bf5a-44c43b881710,080a390c-74cf-40a8-b002-8cc085475eac,SAVINGS,USD,34441.23,ACTIVE,2025-06-28
5d9649b3-ad7d-4af3-978a-c967e0d912fb,255240d1-0cfe-4e50-a2c1-3c47b1e900b4,BUSINESS,USD,42211.68,ACTIVE,2023-05-12
99ca0ad7-6935-4061-8ac5-68f9e8329199,2b94e4f5-f7d4-440c-8a00-ec8e625a6303,CHECKING,USD,15589.58,ACTIVE,2021-09-12
b18496ff-8769-43bd-8517-0050108471e0,4e17625d-3420-4fbb-874b-5e0b29c1470b,SAVINGS,USD,47482.59,ACTIVE,2022-04-25
a4b5eaed-e427-42b7-ba4a-92a13795e4c0,aac1676d-6898-4c36-a3a5-17f551bd4c3c,CHECKING,USD,29277.2,ACTIVE,2025-08-22
c6e09b56-649e-4af8-be8a-5273ef2829e1,bd2cf8b6-23a5-4a4a-afbb-d9bb998b7b2f,BUSINESS,USD,1949.01,ACTIVE,2024-01-14
210a6ba9-b220-4ea9-a8fe-feb376c26781,01d2b20a-0418-40c0-b97b-a8ee984ac145,SAVINGS,USD,47367.88,ACTIVE,2026-04-08
37ccd2e5-8b3f-4603-9dfd-c3ecf2bb0daf,15763512-fde6-4ae4-8877-a302b2b3880c,SAVINGS,USD,37604.33,ACTIVE,2023-10-11
6c36fb86-428f-47bb-b424-b65aceb57f2d,b54e177f-8eab-4050-ad44-7bf97b92fb7e,SAVINGS,USD,16613.94,ACTIVE,2023-03-03
54c8c9f3-51df-49d5-94e9-d99941c26ce6,de2c7386-f151-44c6-bd8f-78d3ab08a332,SAVINGS,USD,12540.38,ACTIVE,2024-11-30
04412761-9d0d-46a2-8d8c-f6844c8fea55,40b65e8b-86d8-4d8b-99cf-c0a64f1e8fa5,SAVINGS,USD,37431.89,ACTIVE,2025-10-08
e63d3e5e-5532-4389-aed2-66898f078794,126680a0-5e74-4da0-a323-6c9b632973b9,SAVINGS,USD,11110.97,ACTIVE,2024-09-23
94fd4f6d-5976-4f2c-8cfe-2b4a667655b9,eb71946f-62cc-4cd7-b845-7e967df240ce,BUSINESS,USD,1171.81,ACTIVE,2022-12-14
4b5226e3-7e4e-4582-a840-b75006a2f2cd,cb565f65-3af8-4bb9-94f2-9e3669a0a1f9,SAVINGS,USD,12436.35,ACTIVE,2026-05-17
440d3868-680c-4c08-944d-1557cbf21387,f0249fe6-fbdf-4b1f-8331-1de4c6e35c6b,SAVINGS,USD,30542.41,ACTIVE,2026-04-01
d5c8b915-1d9e-4d51-b92f-e02eeebf1fb8,b162d2b8-ae51-4267-8e2e-7914204540f5,CHECKING,USD,23378.28,ACTIVE,2023-03-05
21c9dc83-b14a-4923-bd8f-640821d1a5f2,1d85fb70-9d6f-462f-ade3-c4a6424d4f63,BUSINESS,USD,17081.46,ACTIVE,2024-04-24
2c941623-9489-4ec1-b287-f7ea69c6ec62,ba90f0fd-b5a5-4d48-94f6-7752972d268b,CHECKING,USD,240.94,ACTIVE,2023-04-27
96ba2b9a-9ece-4a28-bcd7-5ce5eed20a6a,3e4aa1d1-e825-4046-ab4b-dced441857ec,CHECKING,USD,14750.64,ACTIVE,2022-05-31
af413a46-2a35-4cba-a332-de001d8714ee,5fe96315-f9bf-4fa7-85bc-d6661c6e0fa8,BUSINESS,USD,24205.09,ACTIVE,2024-08-06
4398dc6b-dbaa-4a5a-a2a8-e95723eb5542,def17048-43e7-4980-85d5-d9ca4aecd525,BUSINESS,USD,27501.83,ACTIVE,2024-05-09
1590a611-0c13-4a30-a6a1-15ca77e2381e,5be3f00e-9749-45d9-be2a-f8833c97ebca,SAVINGS,USD,34772.22,ACTIVE,2025-12-13
755d798a-a8a3-48fb-99ae-e6aa711e45f2,d2e44c8b-d715-42ff-a9c8-12dc6adff88a,CHECKING,USD,47635.98,ACTIVE,2025-05-13
8a268691-90c6-498a-947b-54a03ec2b36a,f26ebaa9-a792-4e2b-a13b-fe4dbf344237,SAVINGS,USD,46931.21,ACTIVE,2022-06-21
7faa8fb9-3c42-4497-8c10-e23d30cb0d76,58f46bed-5662-4948-bf95-7325a9b279d8,BUSINESS,USD,31903.39,ACTIVE,2025-12-16
9f79f4c8-1013-4590-bba6-5609bbc711af,c9f19ad5-0d9e-4f18-83f2-e060a5408945,SAVINGS,USD,43943.13,ACTIVE,2025-11-19
8c0b64b0-284e-46d6-97fd-15ddefa0a1e3,8552603d-b9b3-411b-b44f-1ee9377e99b5,SAVINGS,USD,9721.54,ACTIVE,2024-09-27
50622307-1df0-4e28-b6dc-c8c98230723a,348f1c2c-61dc-4500-b9fa-13d3960aa3ca,BUSINESS,USD,23068.53,ACTIVE,2024-07-11
6b8e58de-f02d-4970-90a7-85f18be28fb6,5fe6fed9-f241-4a96-a0a9-7aedd1c9cbd1,BUSINESS,USD,3335.74,ACTIVE,2025-08-29
ae34a25f-ed12-495a-9e26-ccc0858e1c67,76f654ef-abcb-4126-b3ee-f93e179396ec,BUSINESS,USD,23640.34,ACTIVE,2026-04-15
010cf094-2b58-43ab-b307-24e3391f58ad,b9d2c014-5e5f-48fa-aebf-10f3550c9cdf,SAVINGS,USD,45800.02,ACTIVE,2023-01-27
0468725f-a211-4423-a2dc-626072583194,bbbbb012-590e-4124-bff5-cf48a015ab2c,SAVINGS,USD,8216.08,ACTIVE,2021-10-14
bbe6d0eb-2db9-4026-9405-ec3cedf5cccb,6a9fae50-2db4-4f59-a71c-f6f3538bf3ed,CHECKING,USD,22091.38,ACTIVE,2022-03-11
e5fd3576-1667-4396-bb28-1c0eae6bac96,79a00991-3532-4e4a-ba46-5cf4e6217573,SAVINGS,USD,5861.02,ACTIVE,2025-12-14
8f236cf7-e0c9-4fd7-ab08-5993c62f4256,061f76b1-a8ed-4e1c-bb9c-d4fe3e5ad1fe,CHECKING,USD,15117.33,ACTIVE,2025-10-07
1c14a81d-bd25-4fc9-a7f7-5d9aade55056,6eb42f51-a007-4a7b-919b-22f21e246939,BUSINESS,USD,16760.04,ACTIVE,2024-08-01
877548e2-7143-4fe4-9cff-63b3d56179d4,804281fb-14a0-41c1-8d71-c633f369fea0,SAVINGS,USD,24221.77,ACTIVE,2023-04-27
589c2a87-c5e9-4364-9d48-a7c478e21909,e72338d8-0a35-4e7e-8730-eef864439fca,BUSINESS,USD,9906.61,ACTIVE,2023-10-31
bf0de2d9-d66d-463b-a9f1-c6901e110656,8ecf48d1-e0d0-4f63-8238-d35fea8f7f1e,BUSINESS,USD,46475.47,ACTIVE,2026-01-08
1c360d5e-69b1-4ac6-8b60-85df6e9cda30,8126cfc5-9bb2-46a8-99e0-383018c04e2a,CHECKING,USD,26289.62,ACTIVE,2026-03-05
a62eaccc-6411-4eb7-8ef8-188c11f2e730,5db94ff8-3499-466b-8a89-041e8ee0fd01,BUSINESS,USD,17574.91,ACTIVE,2024-01-03
15288546-613e-4c62-8821-b0ed8e976b4b,88c8d835-97c0-470a-b33a-7f7a3ab4c6a4,BUSINESS,USD,16068.92,ACTIVE,2022-10-18
25fe9cbb-a34d-4fd6-bd1f-657f8a6fe7e4,c5d51232-9a63-4c40-acdb-7abb614ef1b1,BUSINESS,USD,25901.46,ACTIVE,2024-05-20
6b9e3b6e-1dd8-4af5-b087-8c315ef7dce3,6550bf8c-64a3-463f-aa3f-dbe18cb7568a,BUSINESS,USD,3829.44,ACTIVE,2024-03-14
